,User,Date Created,Tweet
148,_idhammohamed,2023-01-09 09:15:12+00:00,"Kau depressed ke, kau anxiety ke, kau masih kena bayar bil kan?
Bunga masih akan naik 1% kalau kau lambat bayar kan?
Kau kena hadap jugak sbb kau bukan T20. Jadi tak boleh pilih untuk hidup atau terus bersedih tp kena hidup. Kau kena gerak jugak atau kau mati."
149,aqnalharry,2023-01-09 09:13:36+00:00,"@zakkiruiner Wkwk kocak ye, isi pikirannye negatif muluuuu, pantes remaja sekarang banyak yang anxiety"
150,yyoshikanemot0,2023-01-09 09:11:04+00:00,@DrRozanizam kalo anxiety gara gara guru sendiri?
151,lilnyulove,2023-01-09 09:10:07+00:00,"Pengen cerita tentang hari ini. . .

Tadi pas upacara tiba tiba anxiety muncul, mau mundur gitu kan soalnya udah gak terkontrol, tapi aku tuh bahkan gak sanggup cuma buat ngomong, untung gak terlalu lama. . . Terus gak lama pelantikan Adiwiyata, DAN"
152,sykrmrh_,2023-01-09 09:09:35+00:00,"G keje elok je mood , time dh nk balik umah mesti rasa mcm moody , anxiety semua tu 😔"
153,aysyme12,2023-01-09 09:04:08+00:00,Anxiety perempuan bila limpas segerombolan lelaki😌😌😌 yg dr kecik smpi besar
154,realbaela,2023-01-09 09:00:03+00:00,Even jia ada advantage sbb main kat homeground plus kodai pun baru baik injured tp mmg anxiety nak tgk match ni 🥶
155,anoeosman,2023-01-09 08:52:07+00:00,"kata nak jadi activist, mental kena kuat la. sikit2 nak breakdown, anxiety bullshit. baik kau gi sambung belajar je la. if youre not strong, how can u fight for the weak?"
156,iamneha2,2023-01-09 08:51:05+00:00,"@saffarnaama My only qns is jab anxiety attack aaya tab q nhi sheezan ki complain ki
Q n sath m thi tuns k jb wo beemar thi
Agr apki beti druggie k sath so rahi thi tab q n tuns ko chaata maara
9 ko wo falak ka bdy celbrate k tab q n roka use
Agr fam torture kr rahi thi tb q jaati thi ghar"
157,fxneptunes,2023-01-09 08:50:24+00:00,"addiction ke hp sama medsos ternyata menyebabkan kurangnya dopamine. hal tersebut menyebabkan anxiety disorder, ADHD, depression, mood swing, dan gangguan selera makan"
158,dayanaamjaa,2023-01-09 08:48:58+00:00,@enaawil eii dont worry . aku dah okay 😖 cuma semalam anxiety attack balik bila fikir hal tu. sesak dada
159,salvatorexlou,2023-01-09 08:47:56+00:00,@waybhavvvvv pehle anxiety kam thi kya jo aur de di
160,parkxkrap,2023-01-09 08:42:34+00:00,"@convomf Terpaksa terlibat masalah orang, walau cuma denger dan tau tapi bikin gua stress anxiety gila karena menyangkut orang yang gua sayang"
161,UpsOdd,2023-01-09 08:41:16+00:00,huf ternyata belum pasti hhh lama2 aku mengidap anxiety krana alur hidupku tidak bisa dipastikan
162,qlrzrs,2023-01-09 08:31:15+00:00,first time guna toilet kat ofis harini peh seksa teruk anxiety. srs susah ceni
163,AimanPsikologi,2023-01-09 08:25:47+00:00,"6. Buku lama dulu dengan @aimanazlan90, tahun 2018. Harapnya masih valid dan sesuai dibaca untuk faham topik Depression, Anxiety dan Stress 😁

https://t.co/I9lLOCgxN8

Rasa macam nak tulis balik, versi revised 🤣 https://t.co/LPjkb8T2kE"
164,AimanPsikologi,2023-01-09 08:23:35+00:00,"5. Last but not least, buku sendiri 🤣 (bersama team pelukis dan skrip)

Baru lancar hujung tahun lepas, komik karier pasal kisah seorang psikologis klinikal merawat pesakit (influencer Instagram) yang struggle dengan anxiety dan panic attack.

https://t.co/us2uFSqBwr https://t.co/IyeWfLAyaO"
165,AimanPsikologi,2023-01-09 08:21:08+00:00,"4. ""Cuak"" oleh Dr @HazreenAbdul, psikiatris Hospital Selayang.

Kupas pasal topik anxiety, overthinking, negative thought dan sebagainya, serta cara untuk urus supaya tak melarat.

https://t.co/ZekA6xM28c https://t.co/EtW8UOJd4F"
166,Jikuriwlwl,2023-01-09 08:18:56+00:00,Anxiety terus badan tiba2 panas
167,yrabmfpitwiacy,2023-01-09 08:11:19+00:00,"ok anxiety, bila boleh balik eh"
168,memancarterang,2023-01-09 08:10:59+00:00,"@englishfess_ Jadi, untuk menghindari students anxiety ini adalah dengan memberikan strategi pembelajaran ""bahasa"" yang tepat. Jika ingin mengajarkan reading ajarilah dulu gimana cara baca tulisan in English, ga lngsng ""coba ini gimana bacanya?"" Yondak tau, orang gurunya aja belum ngajarin."
169,tanyakanrl,2023-01-09 08:10:05+00:00,tanyarl haloo mungkin disini ada yg punya anxiety disorder.. cara kalian menangani gejalanya gimana yah? Sender mual² sama keringet dingin daritadi karna cemas gk enak bet😢
170,memancarterang,2023-01-09 08:08:01+00:00,"@englishfess_ Nah, mengapa kok bisa timbul rasa anxiety atau ketakutan² seperti grammar salah dst.. karena sejak dulu di Indonesia terlalu mementingkan grammar. Grammar memang penting, tapi dalam belajar bahasa yang lebih penting adalah ""komunikatif""."
171,memancarterang,2023-01-09 08:04:39+00:00,"@englishfess_ Hal ini disebabkan karena adanya learning anxiety.. dimana siswa itu takut salah, takut grammarnya ga bener, takut pronouncenya ga sesuai.. iya kan? padahal syarat berkomunikasi itu ""cukup bisa dimengerti"" atau komunikatif."
172,nutriflakes_id,2023-01-09 08:00:01+00:00,"GERD anxiety menjadi gangguan kesehatan yang sering terjadi khususnya pada kelompok pekerja. Dengan perawatan dan gaya hidup yang tepat, GERD anxiety ini dapat sembuh dengan sendirinya. Lalu bagaimana sih ciri-ciri sembuh dari GERD anxiety? Simak disini

https://t.co/X2Wfa2bkTy"
173,mhamami_22,2023-01-09 07:49:45+00:00,Introvert dan social anxiety itu beda ya gaes !!! Lek aku lagi pengen dewean jaluk tukung hargai 🙏🏻. Gk usah atek ngomong “social anxiety a kon?” Taaiiii taaiii 💩💩
174,daddyyjima,2023-01-09 07:47:35+00:00,"Kalo tim lawan dah mulai flashback, my anxiety📈📈📈"
175,a_rottenflesh,2023-01-09 07:45:16+00:00,"@tanyakanrl overheat, impulsif, anxiety naik parah"
176,shadriella,2023-01-09 07:26:05+00:00,"ini bahkan ga kepikiran apa yang bakal terjadi kalau lolos karena emang setakut itu ga lolos. kalau lolos aja baru ganti anxiety karena akan se-life changing itu. tapi yah shania kan n nya nekat, jadi udah biasa sih senekat ini. cuma tetep aja anxiety 🫠🫠🫠"
177,shadriella,2023-01-09 07:20:59+00:00,"from one anxiety to another anxiety. dari takut ga lolos, pasrah kalau emang ternyata ga lolos, ke takut ga lolos lagi, apalagi tahapnya udah sedeket ini. pengin positive thinking lagi tapi takut..... yaalah siang2 udah sakit kepala"
178,HwaMoon_DM,2023-01-09 07:20:23+00:00,"Masih takut, soalnya pernah dijadiin bahan julidan orang di gc orang, alhasil pny anxiety sndiri klo mo post sesuatu"
179,kimheejungie,2023-01-09 07:18:10+00:00,"@shnryjiin wn. wkwk iyaa, aku pahamnya anxiety itu bahasa psikologinya, alias penyakitnya. mungkin bahasanya jgn anxiety kali ya, lebih ke cemas aja. cemas biasanya umum dirasakan semua orang ya, anxiety cemas berlebihan yang bikin kegiatan terganggu, cmiiw🥰"
180,Gyurismilee,2023-01-09 07:15:20+00:00,"@Askrlfess Ini mah namanya ansos/anxiety ya nder BUKAN INTROVERT ANJIR! STOP NGEGENERALISIR INTROVERT DENGAN ANSOS/ANXIETY, itu gak sama please"
181,nenx_kuchienx,2023-01-09 07:13:56+00:00,"""kita mah gak level mental illness ma anxiety, odgj donk sekalian""

Selamat siang sohib asylumku!"
182,Polaris_0404,2023-01-09 07:10:02+00:00,"@Askrlfess Tolong bedain lah mana yg introvert mana yg social anxiety nder, ini mah dah bukan introvert keknya sii, tapi socially anxious sampe takut keluar rumah gitu..I'm an introvert, yes aku malas keluar rumah, tapi bukan krn takut sama org deh, emang males aja, bising, enakan dirumah. https://t.co/O3uDw4yGCX"
183,intanwhoo,2023-01-09 07:09:03+00:00,terkurung kat rumah time pkp pun aku dah cukup rasa stress and anxiety. no more rasa gitu. aku kena keluar juga jadi orang yg berkerja. lebih baik stress dekat tempat kerja dari stress duduk rumah buat kerja rumah 24jam. salute betul dengan suri rumah ni boleh bertahan
184,FatienSyabriena,2023-01-09 06:49:01+00:00,@Emylia_AD Aduh makin anxiety aku 🥲 semangat la tu dorang kan di estate hahaha
185,zanexity,2023-01-09 06:47:19+00:00,anxiety itu melelahkan
186,raishazh,2023-01-09 06:37:59+00:00,tiap abis tahun baruan terbitlah minggu2 yang bikin anxiety sama nilai
187,namanyacan,2023-01-09 06:34:39+00:00,"@tanyakanrl Anxiety ama nyeri perut yg pasti selalu kerasa,

Klo emosian, pd sakit, jerawat, atau ngidam makanan tuh gk selalu muncul/kerasa sih"
188,tubatubodygrd,2023-01-09 06:30:32+00:00,fck mental health gue siap anxiety grgr kang taehyun https://t.co/enBgooShyk
189,bulanmenyapa,2023-01-09 06:23:25+00:00,"@tanyakanrl Perut sakit, nafsuan, yg paling parah mood ga karu2an sampe anxiety gua kambuh dann jd insomnia"
190,shnryjiin,2023-01-09 06:20:56+00:00,@kimheejungie bukan disorder kok kak :( ini anxiety yg umumnya terjadi aja
191,petrichorrs_,2023-01-09 06:19:06+00:00,"My mom cakap, tadi dia macam dengar arwah abah panggil dia. Damn my anxiety 📈"
192,tibiniy,2023-01-09 06:17:53+00:00,"@Askrlfess bedain introvert sm social anxiety, introvert introvert tai monyet coba belajar dulu secara keseluruhan apa arti dan maksud dari “introvert”."
193,demifelisha,2023-01-09 06:17:37+00:00,Aduh apa nih kok tbtb timbul anxiety
194,kimheejungie,2023-01-09 06:16:56+00:00,"ohhh, kirain apa. bahasanya anxiety soalnya :"") oke, makasih ryuu♥️"
195,ketjambahhh,2023-01-09 06:12:41+00:00,"@worksfess gud gud, sembari cari kegiatan buat ngalihin anxiety mu."
196,undipmenfess,2023-01-09 06:07:54+00:00,"-dips! tw // anxiety , anxious , panick attack

Gimana cara ngilangin rasa anxious yg ga berenti"" yaa, daritadi badanku gemeter, mual, takut karena abis ini harus ketemu sama orang yg aku hindarin. Kita ketemu karena ada di acara kepanitiaan yg sama plss help apa yg  (cont..)"
197,flodduexa,2023-01-09 06:05:42+00:00,"cape bgt punya social anxiety, gak pernah tenang kalau di sklh, tadi pas upacara tgn keringetan dahal bkn aku yg bertgs, selalu merasa ditatap semua org pdhl gk"
198,goodTea56,2023-01-09 06:05:42+00:00,"Gw lihat base um siakad nya eror, jadi anxiety sendiri dah
SIAM plis nanti yang kooperatif ya. Aku bukan tipe yg bisa begadang soalnya"
199,occinary,2023-01-09 06:05:38+00:00,"@Askrlfess itu namanya social anxiety, bukan introvert"
200,amitandon,2023-01-09 05:57:26+00:00,@roshanabbas Ye coffee shop mein theek hai. Itna lamba kisi ki T Shirt  pe padhna ajeeb lagega aur aadha padh ke chor do aur anxiety badhegi
201,somii_joshi23,2023-01-09 05:54:08+00:00,"@TheKhabriTweets Nimrit dad 🔥 sach kadwa hota hai
Priyanka team jb uske emotion ka mjk bnya body shaming pr video bnawi anxiety, roti sardani pr itna Troll kiya tab kisi ki daughter hai Nimrit wo nhi dekha. 
#NimritKaurAhluwalia https://t.co/62gRfgaglu"
202,nrqmlfrhn,2023-01-09 05:53:46+00:00,Sendiri cari pasal minum kopi sendiri menangis bila anxiety😂
203,adiiyRap,2023-01-09 05:48:23+00:00,Justru penyebab anxiety disorder adalah orang terdekat yang kita anggap spesial.
204,AimanPsikologi,2023-01-09 05:46:41+00:00,"2. The Better Brain, oleh Professor Bonnie J Kaplan.

Tak spesifik untuk kemurungan, tapi dia berkaitan jenis pemakanan/diet yang boleh beri kesan pada mood, emosi, simptom kesihatan mental dll.

So ada sentuh pasal anxiety dan ADHD juga.

https://t.co/nUcIUZp8RH https://t.co/HsMaUM1ynH"
205,alyanahdevora,2023-01-09 05:41:12+00:00,anlala ng anxiety q jas penge reseta
206,alkindihasibuan,2023-01-09 05:36:57+00:00,Banyak anak banyak anxiety
207,segar_baby,2023-01-09 05:33:10+00:00,"Masih siang udah bikin anxiety aja. 🥱

Mending nyambi freelance kalo mau berkembang 😬 lagian perihal waktu buat nge-freelance tu peenes masih banyak longgarnya. 🙂"
208,LOUIELOVES28,2023-01-09 05:29:58+00:00,YAAR YE ANXIETY KAB KAM HOGI
209,Iipquor,2023-01-09 05:28:23+00:00,"is this a common thing for gen z to have social anxiety bcs dad was like ""yaudah tanya aja ke mbaknya"" ""tapi lagi ngobrol"" ""lah yaudah blg aja permisi mbak maaf"" ""GAK BISA"" 😭😭"
210,Lyforia,2023-01-09 05:27:46+00:00,@Filterough @moanamenfess na tiktok gua isinya kuote semua about depresi dan anxiety. yg ada nangis nnti 🤣
211,ItsFaaish,2023-01-09 05:24:43+00:00,Betul cakap azira. Nasib aku tak kena anxiety je tadi sebab tangan dah berpeluh sgt.
212,itsyou1004,2023-01-09 05:21:29+00:00,Satu hal yg gw sesali ketika didiagnosis anxiety disorder. Adalah gw menyerah sama satu-satunya hobi. That is writing. Butuh waktu dan periode yang entah berapa tahun to overcome this shitty issue
213,vtmind,2023-01-09 05:18:40+00:00,"@ssefnum anxiety nya kambuh yaa, kdng juga gitu. coba butterfly hug, bilang gapapa ke diri sendiri okee"
214,principessali,2023-01-09 05:01:39+00:00,@tanyakanrl hehe pernah diajak ortu ke psikiater krn anxiety ku parah bgt 😁 smpe mereka ikut nangis grgr ak ketakutan mulu
215,fufufubin_,2023-01-09 04:59:25+00:00,Lee jeno bangga gak ya kalo tau ada fansnya yg lulus cumlaude terus wisudaan sambil test bumn hahahaaa 💙💙 flexing dulu sebelum anxiety lagi. https://t.co/yF0iyb8zqK
216,parf4ith,2023-01-09 04:59:23+00:00,@selpeunbuzz sedih gile bodo part puss had anxiety tu 😭😭😭
217,anditaps,2023-01-09 04:58:27+00:00,Dia buat kekacauan ini semua. Sampai gue mengalami gangguan psikis yaitu anxiety disorder. Disini AJENG berperan sebagai mantan gue. Dan selalu di bela si AJENG ini dengan mantan gue. GAK NGERTI LAGI https://t.co/HqFhuBSr9X
218,antelope2822,2023-01-09 04:50:16+00:00,@urjoblessfan Hopefully. Boleh kena anxiety tunggu tarikh ticketing ni😔
219,bloomtmrw,2023-01-09 04:38:52+00:00,"ANXIETY 😭😭😭 

trauma muncul lagi sampe detak jantung debarnya cepet banget, gelisah sumpah sampe ganggu banget😣"
220,kirarimakororin,2023-01-09 04:31:25+00:00,"anxiety, fear and despair…( ´•̥̥̥ω•̥̥̥`)"
221,ganjaIdup,2023-01-09 04:29:26+00:00,"anxiety terbesar ketika ke negri orang, diajakin ngobrol pake bahasa mereka 💀💀 mending kalo bisa enggres"
222,calmurtittiess,2023-01-09 04:28:32+00:00,@Askrlfess Nyenggol spakbor vespa pas baru bgt bisa wkwkwkwk. Kalo tanjakan tuh anxiety meningkat tajam
223,heavcnsday,2023-01-09 04:23:16+00:00,"/ EDIN. 

Anxiety. Udah keliatan bibitnya sedari kecil."
224,Daynnnnnn1,2023-01-09 04:16:53+00:00,"@sofearozaidi_ Time study dulu hari2 minum coffe 3in1 nak berjaga malam. Cukup habis sem jumpa sedara mara semua tegur kenapa kurus cengkung sangat mcm orang sakit. Huhu. But please jgn minum kerap 3in1 mcm i, i lepas tu mcm2 sakit dpt, anxiety.. masalah perut gastric"
225,mufarana,2023-01-09 04:16:00+00:00,"Mengurangi grogginess, anxiety, dan meningkatkan fokus"
226,aixffir,2023-01-09 04:14:03+00:00,TAK BOLEH TENGOKK TERUS ANXIETY!!! 🥴
227,somii_joshi23,2023-01-09 04:11:20+00:00,"@NimritAhluwalia Ignore kro Jagga ko sach hi toh bola Nimrit ke dad ne.
Phle khud hi paid troll se body shaming anxiety, roti sardani pr video bnwao.
Nimrit ke dad wale letter pr mjk bnyq Jagga team ne tb blind fan ko kisi daughter nhi dekhi. 
#NimritKaurAhluwalia𓃵 https://t.co/KJ8lXX2F0V"
228,diella_d,2023-01-09 04:02:04+00:00,pejuang anxiety life wkwkwkwk
229,milikmuuu,2023-01-09 03:58:33+00:00,"air mata gue netes terus dong, gue juga gatau kenapa
punya anxiety gini banget ya"
230,worksfess,2023-01-09 03:53:13+00:00,"Jadi gini rasanya anxiety sebelum pergi work! :""("
231,axomhko,2023-01-09 03:52:46+00:00,"@tanyarlfes social anxiety and self-sabotage relationship behaviour👍 but also rasa empathy tinggi bgt and bnr2 gabisa tolerate tipe bully apapun even if dibilang ""cuma joking"". pala lu gw gibeng ya ngomong kek gitu lagi sumpah"
232,ndhrhrgs,2023-01-09 03:46:30+00:00,Minum kopi pun makin ngantuk. Pastu kena anxiety huhuhuhu
233,dvyloey,2023-01-09 03:46:20+00:00,"@convomfs Maafin selama dianya tulus, mau berubah, sama nyesek udah lakuin semuanya 

Cuma gimana ya kadang masih suka sakit hati aja ga si klo keinget lagi apa lagi sampe anxiety"
234,sound_fsilence,2023-01-09 03:43:02+00:00,@cavendish22_ @JPFBASE Zombienya tertular virus anxiety boci jd dead
235,Mia_zuzu_,2023-01-09 03:41:27+00:00,"@sambalmerak Sah2 aja sih kalo ditahap yg gak freak kaya sekedar nama pena, ngerahasiain identitas asli biar gak diteror fans fanatik sama ngehindarin social anxiety. Fujimoto author csm roleplay jadi bocil kelas 3 sd ditwitter tapi gak annoying sih jadi it's okay aja kalo ditahap begitu"
236,Vegapunk09,2023-01-09 03:38:05+00:00,Camne wife aku boleh relax lagi kata harini nk kluar baby harini.. aku ni anxiety attack brapa puluh kali dh ni. Seram gila jadi bapak2
237,almostnuna,2023-01-09 03:38:05+00:00,Gue kira dengan gak kerja WA anxiety berkurang. Ternyata sama aja
238,sliibawww,2023-01-09 03:06:43+00:00,"ni ak ada panic attack, anxiety, bipolar, maag, pala pusing mulu, insomnia TP KENAPA GA MATI² ANJIR😭😭"
239,iLuovingY0u,2023-01-09 02:52:16+00:00,"oke gue ga ngapa ngapain, ga ngerasa cape, seharusnya gada yg perlu gue pikirin, but why? why do i hv anxiety?"
240,cewekbangetid,2023-01-09 02:30:30+00:00,"Yuk segera cari bantuan ahli kalau kita punya tanda-tanda anxiety tak terkendali berikut ini!

#CBHealth #CewekBanget #CewekBangetID #GirlsIn5piration #GridNetwork
https://t.co/ZV5MfECDZZ"
241,anditaps,2023-01-09 02:29:31+00:00,"@roastednchn Dia kasih gue bunga, kirimin cover lagu2 sama main musik. Nyatanya itu dia curi dari orang lain semua. Setiap ketemu selalu buat drama, kayak ada aja halangannya. Gue sempet anxiety disorder di tahunn 2021 setelah tau semuanya karna gue cari tau sendiri!"
242,amnarants,2023-01-09 02:25:52+00:00,Mera viva hai aur mujhey bohat anxiety horahi hai stg
243,chemiIia,2023-01-09 02:19:22+00:00,119 hari lagi anxiety 📈📈📈
244,eu7hymia,2023-01-09 02:16:46+00:00,"thanks to my friends yg uda kasih buku ini, krn buku ini lumayan membuka mata w terhadap insight baru mengenai anxiety yg w rasakan di bulan lalu"
245,syaheedasahak,2023-01-09 02:11:01+00:00,"@tufairies pernah rasa mcm ni masa pkp. terpaksa pjj dgn husband almost 2 years. dah anxiety &amp; depression aku dibuatnya. laki pulak call utk cakap dgn anak je, hampir lost &amp; down. terus call cakap dgn die yg die kene selalu wsap aku tanya kabar aku bukan anak je 😭"
246,ndiani_,2023-01-09 02:09:52+00:00,"gmn nih kucingku anxiety tiap denger suara latto"""
247,Saa_Rahim,2023-01-09 02:03:37+00:00,Anxiety weyh duduk dalam ni.
248,favlofaa,2023-01-09 02:02:52+00:00,@convomfs anxiety attack g si klo kyk gt g enak bgt bawaannya
249,saraghaee,2023-01-09 02:02:41+00:00,nak tidur sekarang pun rasa anxiety ni 🥹🥹🥹🥹
250,taighnari,2023-01-09 02:01:11+00:00,Pernah. Anxiety tiap buka acc
251,femalejethalal,2023-01-09 01:54:53+00:00,Anxiety at its peak hai bhyiii
252,coffeeieo,2023-01-09 01:54:14+00:00,gini amat mnjdi mnusia dngn pnuh social anxiety
253,sunflwrsunset,2023-01-09 01:51:34+00:00,bohat bohat bohat bohat bohat bohat bohat bohat bohat bohat bohat bohat bura anxiety attack horaha hai i cant function
254,hftlnia,2023-01-09 01:39:40+00:00,"Penyakit mental bukan gila. Gila is one of the penyakit selain anxiety, depression. Kenapa orang takut dengan benda ni? Gila tu tahap paling teruk dh tu"
